Mean data for UKR  Province= 21: Sumy,  from 2016 to 2018<br>The data below were extracted from weekly files like: ../NPP_VH/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_201601.txt<br><tt><pre>year,week,, provinceID, SMN,SMT,VCI,TCI,VHI
2016 01  0.129,262.03, 43.18, 58.27, 50.72
2016 02  0.127,261.11, 45.45, 61.60, 53.52
2016 03  0.126,261.44, 49.13, 59.53, 54.33
2016 04  0.125,262.37, 54.46, 56.42, 55.44
2016 05  0.128,264.16, 59.69, 47.83, 53.76
2016 06  0.134,266.34, 59.91, 38.39, 49.15
2016 07  0.142,268.25, 54.86, 33.95, 44.40
2016 08  0.150,269.68, 50.36, 32.77, 41.56
2016 09  0.156,270.44, 47.94, 35.61, 41.77
2016 10  0.164,271.89, 47.32, 38.01, 42.66
2016 11  0.205,275.95, 57.96, 28.80, 43.38
2016 12  0.231,278.65, 61.77, 27.41, 44.59
2016 13  0.256,281.14, 63.78, 25.95, 44.87
2016 14  0.285,283.79, 65.74, 24.16, 44.95
2016 15  0.315,285.96, 65.31, 25.93, 45.62
2016 16  0.351,288.22, 64.08, 25.89, 44.99
2016 17  0.394,289.78, 62.50, 33.08, 47.79
2016 18  0.436,290.25, 60.70, 50.98, 55.84
2016 19  0.476,290.70, 58.44, 62.88, 60.66
2016 20  0.517,291.53, 57.57, 65.84, 61.71
2016 21  0.554,292.26, 59.00, 65.81, 62.40
2016 22  0.585,292.64, 60.00, 66.13, 63.07
2016 23  0.608,292.77, 61.47, 67.31, 64.39
2016 24  0.633,293.48, 66.63, 62.06, 64.34
2016 25  0.658,294.44, 75.48, 54.01, 64.75
2016 26  0.669,294.75, 78.71, 51.79, 65.25
2016 27  0.678,295.28, 82.08, 49.27, 65.67
2016 28  0.682,295.78, 84.47, 48.46, 66.47
2016 29  0.681,295.98, 85.99, 50.52, 68.26
2016 30  0.676,295.91, 86.90, 53.58, 70.24
2016 31  0.666,295.63, 86.40, 54.84, 70.62
2016 32  0.654,295.23, 85.82, 55.09, 70.45
2016 33  0.642,294.94, 85.85, 50.05, 67.95
2016 34  0.621,294.15, 83.39, 45.42, 64.41
2016 35  0.596,293.07, 79.77, 45.08, 62.42
2016 36  0.568,292.09, 76.51, 39.52, 58.01
2016 37  0.531,290.47, 70.23, 42.43, 56.33
2016 38  0.480,288.24, 57.65, 52.12, 54.88
2016 39  0.426,285.37, 45.11, 67.58, 56.35
2016 40  0.375,282.56, 36.45, 76.42, 56.44
2016 41  0.334,279.96, 32.43, 80.60, 56.51
2016 42  0.291,277.14, 28.44, 87.43, 57.93
2016 43  0.253,274.75, 26.12, 85.87, 56.00
2016 44  0.219,272.28, 23.64, 80.67, 52.16
2016 45  0.191,269.84, 21.73, 74.74, 48.23
2016 46  0.171,267.84, 22.28, 70.77, 46.53
2016 47  0.154,265.67, 23.20, 70.14, 46.67
2016 48  0.142,264.25, 26.28, 68.68, 47.48
2016 49  0.138,263.31, 30.99, 67.50, 49.25
2016 50  0.128,262.28, 30.37, 64.89, 47.63
2016 51  0.118,261.44, 28.22, 65.72, 46.97
2016 52  0.111,260.92, 27.64, 66.39, 47.01
2017 01  0.109,260.94, 31.23, 66.04, 48.64
2017 02  0.109,260.98, 33.71, 64.02, 48.87
2017 03  0.110,261.15, 36.39, 63.22, 49.80
2017 04  0.113,261.79, 44.27, 61.05, 52.66
2017 05  0.116,262.60, 50.25, 58.28, 54.26
2017 06  0.121,263.96, 51.20, 52.98, 52.09
2017 07  0.131,266.42, 49.59, 43.96, 46.77
2017 08  0.148,269.53, 50.30, 32.21, 41.25
2017 09  0.175,273.38, 56.94, 19.25, 38.10
2017 10  0.204,276.82, 63.35, 12.85, 38.10
2017 11  0.233,279.85, 67.82,  9.00, 38.41
2017 12  0.259,282.21, 71.02,  9.40, 40.21
2017 13  0.286,284.73, 73.15,  7.90, 40.52
2017 14  0.315,286.90, 74.74,  7.99, 41.36
2017 15  0.348,288.93, 74.52,  8.71, 41.62
2017 16  0.384,290.91, 73.05,  9.58, 41.32
2017 17  0.423,292.31, 70.45, 15.49, 42.97
2017 18  0.461,293.50, 67.74, 22.49, 45.11
2017 19  0.498,294.42, 64.77, 27.77, 46.27
2017 20  0.528,294.94, 61.01, 32.89, 46.95
2017 21  0.556,294.97, 59.22, 39.01, 49.12
2017 22  0.581,294.81, 57.74, 45.22, 51.48
2017 23  0.605,295.07, 59.17, 45.05, 52.11
2017 24  0.630,295.46, 64.03, 42.56, 53.29
2017 25  0.648,295.21, 69.80, 46.58, 58.19
2017 26  0.660,295.09, 73.79, 48.76, 61.27
2017 27  0.670,295.17, 77.48, 50.73, 64.10
2017 28  0.673,295.16, 79.38, 54.54, 66.96
2017 29  0.673,295.20, 80.97, 57.80, 69.38
2017 30  0.671,295.52, 83.07, 57.00, 70.04
2017 31  0.665,295.93, 83.71, 52.22, 67.96
2017 32  0.652,296.09, 82.64, 46.97, 64.81
2017 33  0.628,295.72, 78.52, 42.36, 60.44
2017 34  0.598,295.03, 72.54, 35.62, 54.08
2017 35  0.570,294.30, 67.32, 29.94, 48.63
2017 36  0.542,293.32, 64.43, 25.09, 44.76
2017 37  0.512,291.66, 61.46, 28.43, 44.95
2017 38  0.478,289.65, 56.88, 35.01, 45.95
2017 39  0.439,287.33, 51.18, 43.63, 47.41
2017 40  0.389,284.28, 42.75, 57.19, 49.97
2017 41  0.331,280.80, 32.06, 70.43, 51.24
2017 42  0.276,277.31, 23.82, 80.67, 52.24
2017 43  0.231,274.34, 18.95, 85.11, 52.03
2017 44  0.196,271.43, 15.94, 82.01, 48.97
2017 45  0.166,268.59, 12.86, 79.54, 46.20
2017 46  0.144,266.02, 12.15, 78.71, 45.43
2017 47  0.130,263.84, 13.71, 77.32, 45.52
2017 48  0.123,262.13, 17.93, 77.07, 47.50
2017 49  0.117,260.69, 23.21, 76.94, 50.08
2017 50  0.115,260.16, 24.48, 73.70, 49.09
2017 51  0.115,260.35, 27.75, 69.59, 48.67
2017 52  0.119,261.09, 32.66, 63.62, 48.14
2018 01  0.116,261.77, 35.98, 59.66, 47.82
2018 02  0.120,262.24, 41.27, 54.87, 48.07
2018 03  0.120,262.56, 45.07, 53.42, 49.24
2018 04  0.119,262.51, 49.59, 56.93, 53.26
2018 05  0.114,262.13, 50.08, 61.41, 55.75
2018 06  0.110,261.65, 44.85, 66.64, 55.75
2018 07  0.106,261.11, 35.87, 73.39, 54.63
2018 08  0.101,260.52, 28.53, 78.37, 53.45
2018 09  0.097,259.73, 24.36, 83.54, 53.95
2018 10  0.093,258.99, 20.20, 90.80, 55.50
2018 11  0.090,257.62, 16.69, 96.41, 56.55
</pre></tt>
