Mean data for UKR  Province= 12: Kiev City,  from 2016 to 2018<br>The data below were extracted from weekly files like: ../NPP_VH/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_201601.txt<br><tt><pre>year,week,, provinceID, SMN,SMT,VCI,TCI,VHI
2016 01  0.184,266.77, 59.96, 35.55, 47.76
2016 02  0.181,266.05, 57.45, 41.36, 49.40
2016 03  0.183,266.35, 57.25, 42.99, 50.12
2016 04  0.186,267.61, 61.59, 43.92, 52.75
2016 05  0.191,269.48, 64.15, 39.15, 51.95
2016 06  0.194,271.25, 62.12, 32.59, 47.63
2016 07  0.200,272.85, 59.89, 27.49, 43.81
2016 08  0.205,274.38, 58.35, 24.74, 41.55
2016 09  0.207,275.70, 56.22, 23.48, 39.85
2016 10  0.212,277.20, 54.73, 24.77, 39.75
2016 11  0.244,280.11, 64.06, 19.41, 41.73
2016 12  0.260,282.66, 67.34, 17.36, 42.35
2016 13  0.276,284.89, 70.89, 15.91, 43.40
2016 14  0.295,287.00, 74.29, 12.85, 43.57
2016 15  0.324,288.96, 79.36, 10.68, 45.02
2016 16  0.361,290.59, 82.83, 12.40, 47.62
2016 17  0.393,291.43, 82.48, 20.46, 51.47
2016 18  0.415,291.60, 76.24, 37.69, 56.97
2016 19  0.436,292.36, 69.46, 44.56, 57.01
2016 20  0.454,293.14, 61.90, 49.29, 55.59
2016 21  0.467,293.74, 56.58, 51.97, 54.27
2016 22  0.480,294.52, 52.05, 51.16, 51.60
2016 23  0.493,295.24, 52.40, 48.61, 50.51
2016 24  0.502,295.90, 53.73, 45.31, 49.52
2016 25  0.509,296.58, 54.50, 40.13, 47.32
2016 26  0.510,297.04, 52.79, 33.73, 43.26
2016 27  0.513,297.68, 52.80, 26.56, 39.68
2016 28  0.518,298.18, 56.98, 23.53, 40.26
2016 29  0.518,298.27, 60.14, 25.43, 42.78
2016 30  0.516,298.23, 63.90, 27.45, 45.67
2016 31  0.514,298.07, 65.47, 26.03, 45.75
2016 32  0.509,297.72, 65.02, 23.12, 44.07
2016 33  0.505,297.31, 64.69, 16.89, 40.79
2016 34  0.496,296.51, 65.32, 14.56, 39.94
2016 35  0.486,295.27, 67.34, 13.80, 40.57
2016 36  0.476,294.36, 69.43, 10.31, 39.87
2016 37  0.451,292.20, 68.47, 16.66, 42.56
2016 38  0.421,289.84, 63.29, 26.78, 45.04
2016 39  0.381,286.93, 53.20, 43.48, 48.34
2016 40  0.349,283.90, 45.50, 73.51, 59.51
2016 41  0.323,281.09, 40.25, 84.35, 62.30
2016 42  0.297,278.29, 33.11, 91.49, 62.30
2016 43  0.270,276.04, 28.81, 90.02, 59.42
2016 44  0.247,274.18, 30.00, 83.70, 56.85
2016 45  0.224,272.19, 30.00, 78.12, 54.06
2016 46  0.204,270.13, 31.40, 75.57, 53.49
2016 47  0.188,267.68, 35.24, 69.60, 52.42
2016 48  0.182,266.43, 42.27, 62.51, 52.39
2016 49  0.187,266.28, 49.39, 54.24, 51.81
