Mean data for UKR  Province= 6: Donets'k,  from 2016 to 2018<br>The data below were extracted from weekly files like: ../NPP_VH/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_201601.txt<br><tt><pre>year,week,, provinceID, SMN,SMT,VCI,TCI,VHI
2016 01  0.128,267.37, 62.20, 32.56, 47.38
2016 02  0.127,267.04, 64.31, 36.07, 50.19
2016 03  0.131,268.00, 68.17, 32.01, 50.09
2016 04  0.137,269.67, 70.73, 25.38, 48.05
2016 05  0.146,271.90, 72.38, 16.33, 44.35
2016 06  0.157,274.23, 71.47, 10.21, 40.83
2016 07  0.165,276.39, 68.28,  7.87, 38.07
2016 08  0.173,278.38, 66.40,  7.18, 36.79
2016 09  0.177,280.09, 64.05,  6.78, 35.41
2016 10  0.183,281.69, 61.60,  8.20, 34.90
2016 11  0.222,284.70, 68.85,  7.65, 38.25
2016 12  0.244,286.85, 70.66,  9.49, 40.08
2016 13  0.270,288.53, 72.48, 12.63, 42.56
2016 14  0.300,290.23, 73.72, 12.74, 43.23
2016 15  0.334,291.64, 74.00, 14.12, 44.06
2016 16  0.375,292.88, 74.83, 17.37, 46.10
2016 17  0.420,293.28, 75.59, 25.28, 50.44
2016 18  0.461,292.93, 76.09, 42.16, 59.12
2016 19  0.500,293.53, 76.71, 55.23, 65.97
2016 20  0.533,294.39, 77.50, 60.22, 68.86
2016 21  0.557,294.87, 78.24, 64.41, 71.32
2016 22  0.573,295.39, 77.49, 65.66, 71.58
2016 23  0.581,296.12, 75.88, 64.01, 69.94
2016 24  0.586,297.16, 75.67, 59.30, 67.49
2016 25  0.586,298.17, 75.87, 53.03, 64.45
2016 26  0.579,299.04, 73.48, 47.70, 60.59
2016 27  0.568,299.88, 69.35, 41.64, 55.50
2016 28  0.551,300.47, 64.92, 38.39, 51.65
2016 29  0.532,300.77, 60.34, 37.04, 48.69
2016 30  0.511,300.95, 55.93, 36.25, 46.09
2016 31  0.492,301.08, 52.96, 35.22, 44.09
2016 32  0.471,300.70, 49.14, 37.03, 43.08
2016 33  0.454,300.35, 45.93, 38.26, 42.10
2016 34  0.442,300.17, 45.11, 37.17, 41.14
2016 35  0.424,299.30, 43.99, 37.58, 40.79
2016 36  0.407,297.95, 43.74, 37.27, 40.50
2016 37  0.384,295.87, 42.75, 41.97, 42.36
2016 38  0.361,293.36, 42.33, 50.89, 46.61
2016 39  0.340,290.67, 43.08, 59.79, 51.44
2016 40  0.322,287.70, 44.58, 68.87, 56.72
2016 41  0.305,284.92, 46.77, 72.36, 59.57
2016 42  0.288,282.68, 48.00, 67.81, 57.90
2016 43  0.271,280.69, 48.94, 55.62, 52.28
2016 44  0.254,278.73, 48.79, 43.11, 45.95
2016 45  0.231,276.11, 53.38, 40.25, 46.80
2016 46  0.211,273.96, 52.86, 38.21, 45.51
2016 47  0.197,272.22, 53.71, 36.95, 45.33
2016 48  0.179,270.15, 51.96, 36.80, 44.38
2016 49  0.161,268.02, 47.81, 36.18, 41.99
2016 50  0.141,265.96, 42.90, 40.16, 41.53
2016 51  0.125,264.61, 41.87, 46.74, 44.31
2016 52  0.117,263.92, 45.44, 52.74, 49.09
2017 01  0.110,263.18, 51.76, 58.89, 55.33
2017 02  0.105,262.76, 49.76, 61.57, 55.66
2017 03  0.102,262.89, 50.11, 59.59, 54.85
2017 04  0.103,263.56, 50.83, 56.62, 53.72
2017 05  0.106,264.61, 50.83, 51.60, 51.21
2017 06  0.113,266.46, 50.48, 45.26, 47.87
2017 07  0.124,269.17, 50.25, 37.80, 44.02
2017 08  0.140,272.90, 53.39, 28.05, 40.72
2017 09  0.164,277.18, 59.16, 17.50, 38.33
2017 10  0.190,280.70, 63.73, 12.15, 37.94
2017 11  0.217,283.88, 66.68, 11.03, 38.85
2017 12  0.244,286.51, 69.82, 11.14, 40.48
